"","id_client","id_vehicle","id_policy","id_year","pol_bonus","pol_coverage","pol_duration","pol_sit_duration","pol_pay_freq","pol_payd","pol_usage","pol_insee_code","drv_drv2","drv_age1","drv_age2","drv_sex1","drv_sex2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_fuel","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_type","vh_value","vh_weight"
"49094","A00044961","V01","A00044961-V01","Year 0",0.5,"Maxi",5,5,"Yearly","No","Retired","27229","No",84,0,"M","",36,0,10,1753,116,"Diesel","FORD","FOCUS",11,9,196,"Tourism",19920,1221
"49095","A00044962","V01","A00044962-V01","Year 0",0.5,"Maxi",2,2,"Biannual","No","Retired","79208","No",64,0,"F","",28,0,7,1398,68,"Diesel","PEUGEOT","206",10,6,168,"Tourism",14500,1049
"49096","A00044963","V01","A00044963-V01","Year 0",0.5,"Maxi",7,2,"Biannual","No","WorkPrivate","35279","Yes",38,39,"M","F",20,20,2,1461,68,"Diesel","RENAULT","CLIO",6,5,163,"Tourism",13050,1155
"49097","A00044964","V01","A00044964-V01","Year 0",0.5,"Maxi",1,1,"Biannual","No","WorkPrivate","93006","No",62,0,"M","",43,0,17,1299,59,"Gasoline","FORD","FIESTA",19,17,153,"Tourism",10169,870
"49098","A00044965","V01","A00044965-V01","Year 0",0.5,"Median2",21,4,"Yearly","No","Retired","24547","Yes",62,65,"M","F",43,43,12,1870,64,"Diesel","RENAULT","CLIO",13,11,161,"Tourism",11876,985
"49099","A00044966","V01","A00044966-V01","Year 0",0.8,"Median2",5,1,"Quarterly","No","WorkPrivate","59105","Yes",61,33,"F","F",38,14,6,998,68,"Gasoline","CITROEN","C1",6,2,157,"Tourism",8700,845
"49100","A00044967","V01","A00044967-V01","Year 0",0.54,"Median2",10,4,"Monthly","No","WorkPrivate","06030","No",49,0,"M","",22,0,7,1398,68,"Diesel","FORD","FIESTA",9,3,164,"Tourism",15800,1070
"49101","A00044968","V01","A00044968-V01","Year 0",0.57,"Maxi",11,1,"Monthly","No","WorkPrivate","77373","No",42,0,"M","",23,0,1,1390,75,"Gasoline","DACIA","SANDERO",2,1,161,"Tourism",9890,1036
"49102","A00044969","V01","A00044969-V01","Year 0",0.76,"Median2",1,1,"Yearly","No","WorkPrivate","29039","No",25,0,"M","",6,0,8,1896,101,"Diesel","AUDI","A3",10,8,188,"Tourism",24250,1170
"49103","A00044970","V01","A00044970-V01","Year 0",0.5,"Median1",13,5,"Yearly","No","WorkPrivate","15156","No",80,0,"F","",40,0,21,1769,60,"Diesel","CITROEN","C15",27,13,134,"Commercial",12190,1530
"49104","A00044971","V01","A00044971-V01","Year 0",0.5,"Maxi",4,4,"Biannual","No","WorkPrivate","92062","No",65,0,"F","",45,0,4,1586,106,"Gasoline","SUZUKI","VITARA",6,4,160,"Tourism",21500,1370
"49105","A00044972","V01","A00044972-V01","Year 0",0.5,"Maxi",20,4,"Yearly","No","Professional","59646","Yes",42,48,"F","M",22,29,5,2231,136,"Diesel","TOYOTA","RAV4",5,2,180,"Tourism",30650,1585
"49106","A00044973","V01","A00044973-V01","Year 0",0.5,"Maxi",21,3,"Monthly","No","WorkPrivate","33534","Yes",44,42,"M","F",26,22,6,1895,101,"Diesel","VOLKSWAGEN","NEW BEETLE",8,6,178,"Tourism",29160,1292
"49107","A00044973","V02","A00044973-V02","Year 0",0.5,"Maxi",9,3,"Monthly","No","WorkPrivate","33534","Yes",44,42,"M","F",26,22,7,2179,130,"Diesel","PEUGEOT","807",9,6,182,"Tourism",33450,1648
"49108","A00044974","V01","A00044974-V01","Year 0",0.5,"Maxi",15,1,"Monthly","No","Retired","13211","Yes",72,68,"M","F",49,32,1,998,68,"Gasoline","CITROEN","C1",6,2,157,"Tourism",8700,845
"49109","A00044975","V01","A00044975-V01","Year 0",0.5,"Maxi",16,1,"Yearly","Yes","Retired","93066","No",75,0,"M","",50,0,8,1798,125,"Gasoline","FORD","MONDEO",11,8,205,"Tourism",19550,1299
"49110","A00044976","V01","A00044976-V01","Year 0",0.5,"Median1",9,2,"Yearly","No","Professional","92022","No",61,0,"M","",39,0,14,2446,108,"Diesel","CITROEN","JUMPER",15,11,152,"Commercial",24361,0
"49111","A00044977","V01","A00044977-V01","Year 0",0.5,"Maxi",9,2,"Biannual","No","WorkPrivate","59648","No",65,0,"F","",43,0,9,1199,75,"Gasoline","OPEL","CORSA",11,10,170,"Tourism",12120,960
"49112","A00044978","V01","A00044978-V01","Year 0",0.5,"Median1",19,2,"Monthly","No","WorkPrivate","50539","No",43,0,"M","",24,0,11,1870,55,"Diesel","RENAULT","CLIO",13,11,155,"Commercial",11160,965
"49113","A00044979","V01","A00044979-V01","Year 0",0.5,"Median2",2,2,"Quarterly","No","WorkPrivate","27229","No",55,0,"M","",24,0,10,1998,140,"Gasoline","RENAULT","ESPACE",13,11,185,"Tourism",26146,1520
"49114","A00044980","V01","A00044980-V01","Year 0",0.5,"Median1",3,1,"Quarterly","No","WorkPrivate","80168","No",35,0,"M","",12,0,11,1868,70,"Diesel","PEUGEOT","206",13,8,161,"Tourism",12750,1010
"49115","A00044981","V01","A00044981-V01","Year 0",0.5,"Mini",2,2,"Biannual","No","Retired","57660","No",71,0,"M","",47,0,18,1171,60,"Gasoline","RENAULT","CLIO",19,15,155,"Tourism",11831,820
"49116","A00044982","V01","A00044982-V01","Year 0",0.5,"Maxi",3,3,"Monthly","No","WorkPrivate","60057","Yes",54,53,"M","F",33,22,14,1149,59,"Gasoline","RENAULT","TWINGO",15,12,152,"Tourism",9620,823
"49117","A00044983","V01","A00044983-V01","Year 0",0.65,"Maxi",6,2,"Biannual","No","Professional","71584","Yes",62,64,"F","M",42,42,2,1398,68,"Diesel","CITROEN","C3",9,3,158,"Tourism",15050,1022
"49118","A00044983","V02","A00044983-V02","Year 0",0.5,"Mini",2,2,"Biannual","No","WorkPrivate","71584","No",64,0,"M","",42,0,23,2446,75,"Diesel","TOYOTA","HI LUX",25,21,130,"Commercial",20269,2415
"49119","A00044984","V01","A00044984-V01","Year 0",0.5,"Mini",11,6,"Yearly","No","WorkPrivate","26362","No",60,0,"F","",40,0,33,1766,98,"Gasoline","BMW","318",36,31,165,"Tourism",8163,1010
"49120","A00044985","V01","A00044985-V01","Year 0",0.5,"Maxi",2,2,"Monthly","No","WorkPrivate","61168","No",56,0,"F","",31,0,16,954,45,"Gasoline","PEUGEOT","106",19,17,145,"Tourism",9818,850
"49121","A00044986","V01","A00044986-V01","Year 0",0.5,"Maxi",1,1,"Yearly","No","WorkPrivate","06123","Yes",68,52,"F","M",30,32,2,1398,55,"Diesel","CITROEN","C1",2,1,154,"Tourism",14000,890
"49122","A00044987","V01","A00044987-V01","Year 0",0.5,"Maxi",1,1,"Monthly","No","WorkPrivate","63307","Yes",41,40,"F","M",22,21,1,998,68,"Gasoline","PEUGEOT","107",6,1,157,"Tourism",10650,800
"49123","A00044988","V01","A00044988-V01","Year 0",0.5,"Median2",13,4,"Biannual","No","WorkPrivate","94038","No",46,0,"M","",28,0,11,1870,98,"Diesel","RENAULT","MEGANE",12,11,185,"Tourism",17974,1130
"49124","A00044989","V01","A00044989-V01","Year 0",0.5,"Maxi",18,7,"Yearly","No","WorkPrivate","75112","No",70,0,"M","",43,0,11,1598,111,"Gasoline","RENAULT","SCENIC",12,11,185,"Tourism",17517,1260
"49125","A00044990","V01","A00044990-V01","Year 0",0.61,"Maxi",24,1,"Yearly","No","WorkPrivate","17200","Yes",51,46,"M","F",32,28,3,1995,173,"Diesel","RENAULT","ESPACE",5,1,204,"Tourism",50250,1780
"49126","A00044991","V01","A00044991-V01","Year 0",0.72,"Median2",5,2,"Monthly","No","WorkPrivate","72181","Yes",28,31,"F","M",10,12,12,1598,108,"Gasoline","RENAULT","MEGANE",12,11,195,"Tourism",15992,1085
"49127","A00044992","V01","A00044992-V01","Year 0",0.5,"Maxi",1,1,"Monthly","No","Retired","15228","No",62,0,"M","",38,0,4,1461,86,"Diesel","NISSAN","NOTE",5,3,168,"Tourism",16900,1165
"49128","A00044993","V01","A00044993-V01","Year 0",0.5,"Maxi",8,6,"Biannual","No","WorkPrivate","03190","No",41,0,"F","",23,0,10,1461,66,"Diesel","RENAULT","CLIO",10,8,163,"Tourism",13050,960
"49129","A00044994","V01","A00044994-V01","Year 0",0.5,"Maxi",4,4,"Yearly","No","WorkPrivate","75117","No",64,0,"M","",43,0,4,998,68,"Gasoline","PEUGEOT","107",6,1,157,"Tourism",9450,790
"49130","A00044995","V01","A00044995-V01","Year 0",0.5,"Median1",1,1,"Biannual","No","WorkPrivate","29159","No",52,0,"M","",34,0,12,2499,79,"Diesel","RENAULT","MASTER",14,11,125,"Commercial",21695,0
"49131","A00044996","V01","A00044996-V01","Year 0",0.5,"Maxi",14,3,"Yearly","No","Professional","38053","No",48,0,"M","",27,0,13,1747,131,"Gasoline","FIAT","BARCHETTA",13,11,200,"Tourism",20154,1060
"49132","A00044996","V02","A00044996-V02","Year 0",0.5,"Maxi",3,3,"Yearly","No","Professional","38053","No",48,0,"M","",27,0,4,1995,164,"Diesel","BMW","520",4,4,223,"Tourism",41700,1510
"49133","A00044997","V01","A00044997-V01","Year 0",0.5,"Maxi",2,2,"Monthly","No","WorkPrivate","83042","No",50,0,"F","",31,0,2,1399,68,"Diesel","FORD","FIESTA",3,1,162,"Tourism",14180,1011
"49134","A00044998","V01","A00044998-V01","Year 0",0.5,"Maxi",3,3,"Yearly","No","WorkPrivate","75108","No",55,0,"M","",36,0,12,4266,279,"Gasoline","MERCEDES BENZ","CLK",13,9,250,"Tourism",58700,1480
"49135","A00044999","V01","A00044999-V01","Year 0",0.5,"Maxi",27,3,"Yearly","No","WorkPrivate","38120","No",46,0,"M","",28,0,6,1461,71,"Diesel","RENAULT","KANGOO",8,6,146,"Commercial",15010,1675
"49136","A00045000","V01","A00045000-V01","Year 0",0.5,"Maxi",1,1,"Monthly","No","WorkPrivate","33063","No",37,0,"F","",17,0,1,1242,86,"Gasoline","OPEL","AGILA",3,1,170,"Tourism",13890,1040
"49137","A00045001","V01","A00045001-V01","Year 0",0.5,"Maxi",5,5,"Yearly","No","WorkPrivate","83130","Yes",64,60,"F","M",39,38,6,1493,82,"Diesel","HYUNDAI","ACCENT",9,9,170,"Tourism",12490,1135
"49138","A00045001","V02","A00045001-V02","Year 0",0.5,"Maxi",3,3,"Yearly","No","WorkPrivate","83130","Yes",64,60,"F","M",39,38,3,1422,81,"Diesel","VOLKSWAGEN","POLO",4,2,174,"Tourism",15360,1089
"49139","A00045002","V01","A00045002-V01","Year 0",0.5,"Maxi",14,5,"Yearly","No","WorkPrivate","21267","Yes",59,28,"F","F",40,10,5,1149,75,"Gasoline","RENAULT","TWINGO",11,5,170,"Tourism",11300,845
"49140","A00045003","V01","A00045003-V01","Year 0",0.5,"Maxi",32,1,"Biannual","Yes","WorkPrivate","50002","Yes",57,54,"M","F",39,35,12,1149,59,"Gasoline","RENAULT","CLIO",13,11,160,"Commercial",10504,890
"49141","A00045003","V02","A00045003-V02","Year 0",0.5,"Median2",8,1,"Biannual","Yes","WorkPrivate","50002","No",57,0,"M","",39,0,16,1171,60,"Gasoline","RENAULT","CLIO",19,15,155,"Tourism",11831,820
"49142","A00045004","V01","A00045004-V01","Year 0",0.62,"Maxi",11,1,"Biannual","No","WorkPrivate","34145","Yes",47,47,"F","M",22,29,6,2987,225,"Diesel","MERCEDES BENZ","ML320",6,5,210,"Tourism",55400,2110
"49143","A00045005","V01","A00045005-V01","Year 0",0.5,"Median2",3,1,"Biannual","Yes","WorkPrivate","06130","No",66,0,"F","",44,0,10,998,60,"Gasoline","NISSAN","MICRA",11,9,150,"Tourism",9990,882
"49144","A00045006","V01","A00045006-V01","Year 0",0.5,"Maxi",8,5,"Monthly","No","WorkPrivate","03211","No",38,0,"F","",19,0,9,1587,109,"Gasoline","PEUGEOT","307",9,6,182,"Tourism",19250,1193
"49145","A00045007","V01","A00045007-V01","Year 0",0.5,"Mini",13,13,"Yearly","No","Retired","51431","Yes",78,73,"M","F",54,43,30,602,29,"Gasoline","CITROEN","2CV 6",41,30,115,"Tourism",3299,560
"49146","A00045008","V01","A00045008-V01","Year 0",0.5,"Mini",2,2,"Biannual","No","WorkPrivate","74306","No",40,0,"M","",18,0,17,954,51,"Gasoline","CITROEN","AX",19,18,149,"Tourism",8004,1140
"49147","A00045009","V01","A00045009-V01","Year 0",0.5,"Maxi",1,1,"Biannual","No","Retired","13209","No",69,0,"M","",51,0,2,1560,109,"Diesel","CITROEN","C4",2,2,192,"Tourism",24450,1293
"49148","A00045010","V01","A00045010-V01","Year 0",0.5,"Maxi",4,4,"Monthly","No","WorkPrivate","01143","No",54,0,"F","",35,0,8,1149,75,"Gasoline","RENAULT","TWINGO",11,5,170,"Tourism",10500,845
"49149","A00045011","V01","A00045011-V01","Year 0",0.6,"Median1",1,1,"Yearly","Yes","WorkPrivate","75119","Yes",43,42,"M","M",24,17,11,1242,60,"Gasoline","FIAT","PUNTO",13,11,160,"Tourism",8705,870
"49150","A00045012","V01","A00045012-V01","Year 0",0.5,"Median2",3,3,"Quarterly","No","WorkPrivate","70535","Yes",39,36,"M","F",21,17,11,1390,96,"Gasoline","RENAULT","MEGANE",12,11,185,"Tourism",14315,1080
"49151","A00045013","V01","A00045013-V01","Year 0",0.5,"Maxi",3,1,"Biannual","No","WorkPrivate","87152","Yes",39,40,"M","F",20,21,8,1360,74,"Gasoline","CITROEN","C2",8,3,169,"Tourism",15000,987
"49152","A00045014","V01","A00045014-V01","Year 0",0.5,"Maxi",1,1,"Yearly","No","Retired","38544","Yes",69,72,"M","F",42,54,10,1390,96,"Gasoline","RENAULT","CLIO",11,10,186,"Tourism",12654,980
"49153","A00045015","V01","A00045015-V01","Year 0",0.5,"Maxi",25,6,"Yearly","No","Retired","45127","No",84,0,"M","",65,0,12,1587,90,"Gasoline","PEUGEOT","206",13,11,185,"Tourism",13706,1025
"49154","A00045016","V01","A00045016-V01","Year 0",0.62,"Maxi",28,3,"Biannual","No","WorkPrivate","14327","Yes",57,32,"M","M",35,13,4,1995,150,"Diesel","RENAULT","LAGUNA",4,3,210,"Tourism",28400,1480
"49155","A00045017","V01","A00045017-V01","Year 0",0.5,"Maxi",26,2,"Yearly","No","WorkPrivate","59466","No",44,0,"M","",26,0,2,998,68,"Gasoline","TOYOTA","AYGO",6,1,157,"Tourism",10300,790
"49156","A00045018","V01","A00045018-V01","Year 0",0.5,"Median2",7,1,"Monthly","No","WorkPrivate","30202","Yes",52,22,"F","F",32,3,19,954,51,"Gasoline","CITROEN","AX",19,18,149,"Tourism",8843,1140
"49157","A00045019","V01","A00045019-V01","Year 0",0.5,"Median2",26,1,"Biannual","No","Retired","16146","No",62,0,"M","",44,0,18,1390,81,"Gasoline","RENAULT","R19",19,17,173,"Tourism",13416,905
"49158","A00045020","V01","A00045020-V01","Year 0",0.5,"Maxi",8,1,"Yearly","No","WorkPrivate","22021","Yes",49,18,"F","M",31,111,5,1560,90,"Diesel","PEUGEOT","207",5,2,182,"Tourism",18750,1205
"49159","A00045021","V01","A00045021-V01","Year 0",0.5,"Maxi",7,3,"Yearly","No","WorkPrivate","71176","Yes",58,59,"F","M",38,41,3,1968,140,"Diesel","VOLKSWAGEN","TOURAN",5,4,198,"Tourism",29020,1592
"49160","A00045022","V01","A00045022-V01","Year 0",0.68,"Maxi",5,1,"Monthly","No","WorkPrivate","14118","Yes",33,31,"F","M",11,9,5,1299,70,"Gasoline","FORD","FIESTA",9,5,161,"Tourism",11540,1030
"49161","A00045023","V01","A00045023-V01","Year 0",0.5,"Maxi",15,4,"Yearly","No","Professional","71582","Yes",51,53,"M","F",33,14,4,1560,109,"Diesel","PEUGEOT","307",7,6,192,"Tourism",19750,1512
"49162","A00045024","V01","A00045024-V01","Year 0",0.5,"Maxi",12,1,"Yearly","Yes","WorkPrivate","51573","No",58,0,"F","",40,0,13,954,51,"Gasoline","PEUGEOT","106",15,13,150,"Tourism",9590,815
"49163","A00045025","V01","A00045025-V01","Year 0",0.5,"Median1",2,2,"Yearly","No","WorkPrivate","2A065","No",59,0,"F","",38,0,13,1149,59,"Gasoline","RENAULT","TWINGO",13,11,151,"Tourism",8522,823
"49164","A00045026","V01","A00045026-V01","Year 0",0.5,"Median1",4,4,"Monthly","No","WorkPrivate","34172","Yes",64,67,"F","M",41,42,17,1124,60,"Gasoline","CITROEN","AX",18,17,167,"Tourism",9452,691
"49165","A00045027","V01","A00045027-V01","Year 0",0.5,"Maxi",24,1,"Yearly","Yes","WorkPrivate","88408","Yes",57,33,"M","M",39,15,1,1995,150,"Diesel","RENAULT","LAGUNA",2,1,210,"Tourism",30250,1480
"49166","A00045028","V01","A00045028-V01","Year 0",0.58,"Mini",3,1,"Yearly","Yes","Retired","89255","Yes",78,77,"M","F",60,53,16,1390,81,"Gasoline","RENAULT","CLIO",19,15,175,"Tourism",12501,840
"49167","A00045029","V01","A00045029-V01","Year 0",0.5,"Median2",2,1,"Yearly","Yes","Retired","71154","No",68,0,"M","",47,0,9,1997,90,"Diesel","PEUGEOT","307",10,7,179,"Tourism",18100,1243
"49168","A00045030","V01","A00045030-V01","Year 0",0.5,"Maxi",8,2,"Biannual","No","WorkPrivate","85191","Yes",48,23,"F","M",30,5,5,1997,136,"Diesel","CITROEN","C4",7,3,207,"Tourism",26250,1381
"49169","A00045030","V02","A00045030-V02","Year 0",0.5,"Median2",8,6,"Biannual","No","WorkPrivate","85191","No",49,0,"M","",31,0,20,2477,100,"Diesel","MITSUBISHI","PAJERO",20,16,145,"Tourism",29255,1755
"49170","A00045031","V01","A00045031-V01","Year 0",0.5,"Maxi",4,4,"Yearly","No","Retired","13098","No",75,0,"F","",45,0,4,1198,70,"Gasoline","VOLKSWAGEN","POLO",4,4,167,"Tourism",12030,1016
"49171","A00045032","V01","A00045032-V01","Year 0",0.5,"Maxi",6,1,"Monthly","No","WorkPrivate","2A004","No",43,0,"M","",24,0,5,1598,170,"Gasoline","MINI","MINI",6,5,222,"Tourism",24450,1140
"49172","A00045033","V01","A00045033-V01","Year 0",0.5,"Maxi",26,1,"Monthly","No","Retired","86180","No",65,0,"F","",39,0,12,1299,60,"Gasoline","FORD","KA",13,11,155,"Tourism",10413,890
"49173","A00045033","V02","A00045033-V02","Year 0",0.5,"Maxi",17,5,"Monthly","No","Retired","86180","No",68,0,"M","",50,0,10,1769,60,"Diesel","CITROEN","C15",27,13,134,"Commercial",12190,1530
"49174","A00045033","V03","A00045033-V03","Year 0",0.5,"Maxi",8,1,"Monthly","No","Retired","86180","No",68,0,"M","",50,0,7,1995,150,"Diesel","BMW","320",10,7,216,"Tourism",29600,1415
"49175","A00045034","V01","A00045034-V01","Year 0",0.5,"Mini",8,7,"Monthly","No","WorkPrivate","03310","No",36,0,"M","",17,0,39,602,29,"Gasoline","CITROEN","MEHARI",43,24,100,"Tourism",7989,570
"49176","A00045035","V01","A00045035-V01","Year 0",0.5,"Median1",1,1,"Monthly","No","WorkPrivate","77215","No",37,0,"M","",16,0,14,1527,58,"Diesel","CITROEN","SAXO",15,13,158,"Tourism",11587,890
"49177","A00045036","V01","A00045036-V01","Year 0",0.5,"Maxi",2,2,"Biannual","No","WorkPrivate","45302","No",52,0,"M","",19,0,5,2148,150,"Diesel","MERCEDES BENZ","E220",9,4,215,"Tourism",45500,1610
"49178","A00045037","V01","A00045037-V01","Year 0",0.5,"Median2",1,1,"Monthly","No","WorkPrivate","59324","Yes",49,19,"F","F",28,111,8,1364,75,"Diesel","TOYOTA","YARIS",10,6,170,"Tourism",12850,920
"49179","A00045038","V01","A00045038-V01","Year 0",0.6,"Median1",1,1,"Yearly","No","WorkPrivate","59220","No",40,0,"F","",22,0,12,1587,90,"Gasoline","PEUGEOT","306",13,12,179,"Tourism",17303,1090
"49180","A00045038","V02","A00045038-V02","Year 0",0.57,"Median1",1,1,"Yearly","No","WorkPrivate","59220","No",38,0,"M","",19,0,19,954,45,"Gasoline","PEUGEOT","106",20,18,145,"Tourism",7928,760
"49181","A00045039","V01","A00045039-V01","Year 0",0.95,"Median2",7,5,"Biannual","No","WorkPrivate","14437","No",34,0,"F","",12,0,12,1905,70,"Diesel","PEUGEOT","306",13,12,160,"Tourism",14376,1080
"49182","A00045040","V01","A00045040-V01","Year 0",0.5,"Maxi",12,1,"Biannual","Yes","Retired","93066","Yes",85,24,"M","F",52,5,14,1360,75,"Gasoline","PEUGEOT","106",15,13,175,"Tourism",11404,835
"49183","A00045041","V01","A00045041-V01","Year 0",0.5,"Maxi",23,1,"Biannual","No","WorkPrivate","17318","No",48,0,"F","",30,0,2,2996,231,"Gasoline","MERCEDES BENZ","SLK",6,2,250,"Tourism",45900,1440
"49184","A00045042","V01","A00045042-V01","Year 0",0.5,"Maxi",5,3,"Monthly","No","WorkPrivate","82125","No",38,0,"M","",19,0,8,1598,113,"Gasoline","RENAULT","SCENIC",8,6,185,"Tourism",20800,1320
"49185","A00045043","V01","A00045043-V01","Year 0",0.57,"Maxi",9,2,"Monthly","No","WorkPrivate","33051","Yes",57,51,"M","F",36,31,6,1997,90,"Diesel","CITROEN","BERLINGO",9,7,163,"Commercial",15727,1110
"49186","A00045044","V01","A00045044-V01","Year 0",0.6,"Median2",6,3,"Monthly","No","WorkPrivate","86281","Yes",39,41,"M","F",19,21,10,1870,64,"Diesel","RENAULT","KANGOO",12,10,145,"Commercial",15261,1065
"49187","A00045045","V01","A00045045-V01","Year 0",0.5,"Maxi",25,3,"Monthly","No","Retired","29171","No",76,0,"F","",51,0,14,1124,60,"Gasoline","PEUGEOT","106",15,14,165,"Tourism",11587,835
"49188","A00045046","V01","A00045046-V01","Year 0",0.62,"Median2",3,2,"Quarterly","No","Professional","75120","No",58,0,"M","",36,0,19,2496,71,"Diesel","FORD","TRANSIT",20,17,129,"Commercial",17105,0
"49189","A00045047","V01","A00045047-V01","Year 0",0.5,"Maxi",16,1,"Monthly","No","WorkPrivate","17166","Yes",46,43,"M","F",26,20,2,1398,68,"Diesel","CITROEN","C3",9,1,158,"Tourism",18150,1058
"49190","A00045047","V02","A00045047-V02","Year 0",0.5,"Maxi",3,1,"Monthly","No","WorkPrivate","17166","Yes",46,43,"M","F",26,20,7,1560,109,"Diesel","PEUGEOT","307",7,6,192,"Tourism",22150,1512
"49191","A00045048","V01","A00045048-V01","Year 0",0.5,"Maxi",2,2,"Biannual","No","WorkPrivate","77447","No",41,0,"M","",21,0,7,2179,130,"Diesel","PEUGEOT","807",9,6,182,"Tourism",33450,1648
"49192","A00045049","V01","A00045049-V01","Year 0",0.5,"Maxi",16,1,"Yearly","Yes","Retired","37261","No",77,0,"M","",42,0,14,1598,90,"Gasoline","RENAULT","MEGANE",16,15,184,"Tourism",16114,1055
"49193","A00045050","V01","A00045050-V01","Year 0",0.5,"Maxi",5,2,"Monthly","No","WorkPrivate","44143","No",63,0,"M","",41,0,8,1997,90,"Diesel","CITROEN","XSARA",12,6,175,"Tourism",20750,1320
"49194","A00045051","V01","A00045051-V01","Year 0",0.5,"Median2",13,1,"Yearly","No","WorkPrivate","13013","Yes",56,62,"M","F",38,37,15,3960,180,"Gasoline","JEEP","CHEROKEE",17,14,180,"Tourism",37183,1735
"49195","A00045052","V01","A00045052-V01","Year 0",0.5,"Maxi",29,3,"Yearly","No","Retired","60159","Yes",73,74,"M","F",54,35,10,1870,102,"Diesel","RENAULT","SCENIC",10,10,174,"Tourism",22411,1290
"49196","A00045053","V01","A00045053-V01","Year 0",0.5,"Maxi",11,2,"Monthly","No","WorkPrivate","57019","No",62,0,"F","",39,0,6,998,68,"Gasoline","PEUGEOT","107",6,1,157,"Tourism",9450,790
"49197","A00045054","V01","A00045054-V01","Year 0",0.5,"Maxi",13,2,"Monthly","No","WorkPrivate","19136","No",39,0,"F","",20,0,6,1398,68,"Diesel","CITROEN","C3",9,1,158,"Tourism",18150,1058
"49198","A00045055","V01","A00045055-V01","Year 0",0.5,"Maxi",14,3,"Biannual","No","Professional","47032","No",56,0,"M","",34,0,4,1995,115,"Diesel","RENAULT","TRAFIC",4,4,160,"Commercial",25714,0
"49199","A00045056","V01","A00045056-V01","Year 0",0.5,"Maxi",7,1,"Yearly","No","Retired","80039","Yes",81,88,"F","M",55,57,1,998,68,"Gasoline","PEUGEOT","107",6,1,157,"Tourism",9450,790
"49200","A00045057","V01","A00045057-V01","Year 0",0.5,"Mini",30,16,"Yearly","No","Retired","87106","No",76,0,"M","",51,0,26,2399,73,"Diesel","MERCEDES BENZ","307",28,22,113,"Commercial",22497,0
"49201","A00045057","V02","A00045057-V02","Year 0",0.5,"Median2",27,12,"Yearly","No","Retired","87106","No",76,0,"M","",51,0,20,1769,60,"Diesel","CITROEN","C15",27,13,134,"Commercial",12190,1530
"49202","A00045058","V01","A00045058-V01","Year 0",0.5,"Median2",5,2,"Yearly","No","Retired","88114","No",64,0,"M","",45,0,6,1997,90,"Diesel","CITROEN","BERLINGO",9,7,163,"Commercial",15727,1110
"49203","A00045059","V01","A00045059-V01","Year 0",0.5,"Maxi",3,3,"Monthly","No","WorkPrivate","42118","No",50,0,"M","",31,0,6,1461,71,"Diesel","RENAULT","KANGOO",8,6,146,"Commercial",16086,1675
"49204","A00045060","V01","A00045060-V01","Year 0",0.5,"Maxi",1,1,"Monthly","No","WorkPrivate","12300","No",40,0,"F","",17,0,10,1199,75,"Gasoline","OPEL","CORSA",11,8,170,"Tourism",11640,960
